,Name,Sex,Event,Equipment,Age,AgeClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Wilks,McCulloch,Glossbrenner,IPFPoints,Tested,Country,Federation,Date,MeetCountry,MeetState,MeetName
46392,Ken Wiliams,M,SBD,Single-ply,,,M55-59,97.4,100,200.0,220.0,-235.0,,220.0,140.0,150.0,152.5,,152.5,-210.0,210.0,,,210.0,582.5,1,358.38,358.38,344.69,452.67,,England,WPF,2009-06-26,Netherlands,,European Championships
1027503,Ty Hennen,M,SBD,Raw,17.5,18-19,Sub-Juniors,100.96,105,230.0,245.0,-247.5,,245.0,125.0,132.5,137.5,,137.5,245.0,252.5,-262.5,,252.5,635.0,2,385.0,408.1,369.91,560.03,Yes,USA,IPF,2015-06-05,Finland,,World Classic Powerlifting Championships
879478,Octavio Navarro,M,SBD,Raw,39.0,35-39,Submasters 35-39,100.0,100,,,,,205.0,,,,,145.0,,,,,232.5,582.5,1,354.5,354.5,340.7,509.79,,,USPA,2015-10-17,USA,KS,Great Plains Regional Powerlifting Championships II
504299,Alvin Martinez,M,SBD,Single-ply,,,Boys,59.69,59.8,,,,,161.03,,,,,79.38,,,,,176.9,417.3,8,357.6,357.6,348.52,458.02,Yes,,THSPA,2012-03-03,USA,TX,Region 2 Division 1 Championships
74456,P. Neinert,M,SBD,Single-ply,,,Open,60.0,60,,,,,182.5,,,,,122.5,,,,,187.5,492.5,1,420.04,420.04,409.28,526.18,,,USPF,1988-03-05,USA,AR,Greater Arkansas Championship
358741,Cole Manzoni,M,SBD,Single-ply,,,Boys,98.61,99.7,,,,,,,,,,,,,,,136.08,,DQ,,,,,Yes,,THSPA,2018-01-13,USA,TX,BOSQUEVILLE INVITATIONAL
14068,Andreas Braune,M,SBD,Single-ply,42.0,40-44,Masters 1,81.5,83,150.0,155.0,160.0,,160.0,120.0,125.0,130.0,,130.0,150.0,155.0,160.0,,160.0,450.0,1,303.69,309.76,293.26,399.56,Yes,,BVDK,2014-06-14,Germany,BB,LM BB KDK
873313,Steven Morris,M,SBD,Wraps,25.0,24-34,Open,86.14,90,,,,,185.0,,,,,120.0,,,,,230.0,535.0,1,349.59,349.59,337.2,509.38,,,USPA,2015-06-13,USA,MN,Minnesota State Powerlifting Championships
68003,Trent Ciconne,M,SBD,Wraps,22.0,20-23,Open,125.0,125,,,,,260.82,,,,,195.04,,,,,283.5,739.36,1,421.32,425.53,401.31,588.42,,,APA,2010-11-13,USA,FL,Ironfest
1117304,Seauanna Watson,F,SBD,Single-ply,,,Girls,100.52,100+,,,,,158.76,,,,,72.57,,,,,142.88,374.21,5,311.09,311.09,267.08,441.28,Yes,,THSWPA,2016-03-05,USA,TX,Region 2 Division 1
688343,Mikayla Hovorka,F,SBD,Single-ply,15.5,16-17,F-O,69.6,72,-90.0,92.5,97.5,,97.5,35.0,42.5,47.5,,47.5,72.5,80.0,85.0,,85.0,230.0,7,229.72,259.59,202.52,347.36,Yes,,USAPL,2018-02-11,USA,WI,High School National Qualifier
615187,Jenna Marcinkowski,F,SBD,Wraps,22.0,20-23,F_JCR_AWPC,80.15,82.5,137.5,147.5,150.0,,150.0,-80.0,82.5,85.0,,85.0,145.0,155.0,165.0,,165.0,400.0,2,365.62,369.28,320.61,623.08,Yes,USA,WPC,2017-09-08,USA,IL,Worlds
201057,Luke Gozzard,M,B,Single-ply,,,Open,78.0,82.5,,,,,,,,,,,,,,,,,DQ,,,,,Yes,,PA,2006-04-22,Australia,QLD,Queensland State Championships
1230897,Ottó Dallos,M,B,Raw,65.0,65-69,M6,96.8,100,,,,,,150.0,155.0,160.0,,160.0,,,,,,160.0,1,98.7,146.08,94.95,587.08,,Hungary,GPC,2017-04-01,Bosnia and Herzegovina,,World Cup
617805,Susie Knopp,F,SBD,Wraps,36.0,35-39,F_OCR_AAPF,73.4,75,80.0,87.5,-92.5,,87.5,42.5,-45.0,45.0,,45.0,107.5,115.0,120.0,,120.0,252.5,3,243.36,243.36,214.23,407.17,,,APF,2017-07-29,USA,ND,North Dakota Powerlifting Championship
815033,Jessie Ablang,M,SBD,Raw,37.0,35-39,Submasters 35-39,116.8,125,,,,,287.5,,,,,195.0,,,,,300.0,782.5,1,452.84,452.84,432.7,651.86,,,IPL,2017-07-29,USA,CA,San Jose Fit Expo
1394819,Rachel Urcinas,F,SBD,Raw,,,Amateur Open,67.4,67.5,,,,,90.72,,,,,54.43,,,,,115.67,260.82,2,266.48,266.48,235.08,434.94,Yes,,RPS,2015-11-14,USA,NJ,Autumn Apocalypse
295174,JD Esquivel,M,SBD,Single-ply,,,Boys,,,,,,,,,,,,,,,,,,,NS,,,,,Yes,,THSPA,2015-02-05,USA,TX,Lake View Ironworks Powerlifting Meet
1306808,Kyle Gosse,M,SBD,Raw,,,Juniors,82.0,83,,,,,192.5,,,,,127.5,,,,,237.5,557.5,2,374.84,374.84,361.92,552.9,Yes,,CPU,2014-10-18,Canada,NL,NLPA Open
335722,Andrew Jackson,M,SBD,Single-ply,,,Boys,93.53,99.7,,,,,197.31,,,,,97.52,,,,,158.76,453.59,5,284.18,284.18,273.61,372.67,Yes,,THSPA,2011-01-15,USA,TX,Princeton Panther Invitational
1250384,Pavel Yagovkin,M,B,Multi-ply,48.0,45-49,M 45 - 49,109.35,110,,,,,,212.5,222.5,-232.5,,222.5,,,,,,222.5,2,131.18,143.9,125.69,566.18,,Russia,WPC,2007-10-29,Russia,,World Championships
1352466,Samaira Bustamante,F,SBD,Single-ply,16.5,16-17,Sub-Juniors,51.2,52,-80.0,85.0,95.0,,95.0,27.5,-37.5,-40.0,,27.5,80.0,90.0,100.0,,100.0,222.5,2,280.71,303.16,248.98,377.11,Yes,Ecuador,FESUPO,2008-12-04,Ecuador,,Campeonato Sudamericano de Levantamiento de Potenica
924403,Jack Barr,M,SBD,Raw,23.5,24-34,Open,89.0,93,,,,,195.0,,,,,120.0,,,,,227.5,542.5,4,348.32,348.32,335.75,506.32,Yes,,NZPF,2014-08-06,New Zealand,CAN,National Powerlifting Championships
60982,我那覇庸介,M,B,Raw,29.0,24-34,Open,55.75,56,,,,,,122.5,127.5,131.0,133.0,131.0,,,,,,131.0,3,119.78,119.78,117.16,741.77,Yes,,JPA,2003-11-22,Japan,,Japanese Open Masters & Firefighter/Police/SDF Classic Bench Press Championships
1379841,Jonathan Pichardo,M,B,Single-ply,19.5,20-23,Juniors,65.3,66,,,,,,-142.5,-142.5,-142.5,,,,,,,,,DQ,,,,,Yes,Mexico,NAPF,2014-11-20,Mexico,,Pan-American Bench Press Championships
974298,Nick Fennema,M,SBD,Raw,,,Open,97.3,105,180.0,187.5,192.5,,192.5,137.5,142.5,147.5,,147.5,230.0,-240.0,245.0,,245.0,585.0,9,360.08,360.08,346.33,521.34,Yes,,NPB,2017-09-30,Netherlands,GE,SBD Cup
358679,Antonio Sanchez,M,SBD,Single-ply,,,Boys,55.79,55.7,,,,,102.06,,,,,56.7,,,,,145.15,303.91,2,277.68,277.68,271.59,370.08,Yes,,THSPA,2018-01-13,USA,TX,BOSQUEVILLE INVITATIONAL
755712,Cynthia Maynes,F,SBD,Raw,52.5,50-54,FR-M2a,61.6,63,65.0,75.0,82.5,,82.5,62.5,-67.5,-67.5,,62.5,112.5,122.5,132.5,,132.5,277.5,1,303.17,353.19,267.78,481.7,Yes,,USAPL,2017-12-16,USA,TX,Winter Iron Open
834132,Brandon Tay,M,SBD,Raw,25.0,24-34,Open,72.12,75,,,,,190.0,,,,,120.0,,,,,192.5,502.5,3,368.24,368.24,356.53,538.63,,USA,USPA,2014-10-02,USA,CA,Boss of Bosses
891994,Adam Cooper,M,SBD,Raw,27.0,24-34,Open,89.5,90,,,,,207.5,,,,,167.5,,,,,262.5,637.5,2,408.14,408.14,393.36,607.58,,,USPA,2017-08-19,USA,WA,Washington State Summer Strength Wars
16893,Lothar Pritzl,M,SBD,Single-ply,53.0,50-54,Open,90.5,93,160.0,180.0,-200.0,,180.0,150.0,160.0,170.0,,170.0,150.0,165.0,175.0,,175.0,525.0,4,334.22,395.72,322.04,430.05,Yes,Germany,BVDK,2013-01-26,Germany,BY,1. Runde Bayernliga
125678,Jim Haga,M,SBD,Single-ply,17.0,16-17,Masters 40-44,100.2,110,230.0,250.0,,,250.0,182.5,195.0,-205.0,,195.0,,,,,,,DQ,,,,,,,USPF,1984-10-13,USA,VA,Master's Nationals
89459,Jamie Logston,M,SBD,Single-ply,,,Open,100.0,100,,,,,310.0,,,,,187.5,,,,,282.5,780.0,2,474.7,474.7,456.22,579.19,,,USPF,1981-11-21,USA,IN,Annual Purdue Open
1375919,Yuliya Shilova,F,D,Raw,30.0,24-34,O,51.25,52,,,,,,,,,,,105.0,112.5,-117.5,,112.5,112.5,1,141.82,141.82,125.79,474.47,,Russia,Vityaz,2014-05-24,Russia,,Russian Bench Press & Deadlift Championships
286148,Caleb Stephens,M,SBD,Single-ply,,,Boys,78.47,82.1,,,,,181.44,,,,,92.99,,,,,188.24,462.66,7,319.79,319.79,309.04,418.33,Yes,,THSPA,2010-02-06,USA,TX,Maud Invitational 2
224344,Morning,M,SBD,Single-ply,,,50-59,110.0,110,,,,,,,,,,,,,,,,,DQ,,,,,Yes,,WNPF,2007-11-22,USA,GA,World Championships
1186117,Håkan Persson,M,SBD,Single-ply,,,Masters 1,105.15,120,,,,,320.0,,,,,212.5,,,,,305.0,837.5,1,500.2,500.2,479.95,601.98,Yes,Sweden,SSF,2012-11-10,Sweden,,DM SL Sydsvenska
1375725,Anton Begalko,M,B,Multi-ply,26.5,24-34,Pro O,111.8,125,,,,,,340.0,350.0,-360.0,,350.0,,,,,,350.0,2,204.98,204.98,196.22,796.1,,Russia,Vityaz,2013-12-20,Russia,MOW,Cup of Russia
128522,B. Sisk,M,SBD,Single-ply,,,Freshman,52.0,52,,,,,50.0,,,,,35.0,,,,,77.5,162.5,4,159.46,159.46,156.66,243.63,,,USPF,1993-04-02,USA,WV,High School Nationals
156204,Libuše Leiblová,F,B,Raw,50.5,50-54,M 50-54,83.0,90,,,,,,100.0,105.0,-107.5,,105.0,,,,,,105.0,1,94.2,106.45,82.42,742.61,,Czechia,WUAP-SVK,2011-12-17,Slovakia,,Raw Christmas Benchpress Cup
167645,Kyle Reel,F,SBD,Wraps,30.0,24-34,Open,72.57,75,,,,,117.93,,,,,72.57,,,,,145.15,335.66,1,325.91,325.91,287.01,545.02,,,SPF,2016-02-06,USA,,Evansville Powerlifting Classic
1046873,Emil Sundberg,M,SBD,Single-ply,20.5,20-23,Juniors,121.9,125,-295.0,295.0,-305.0,,295.0,-200.0,200.0,-222.5,,200.0,270.0,285.0,-300.0,,285.0,780.0,8,446.85,455.78,426.14,524.98,Yes,Finland,IPF,2010-09-27,Czechia,,World Sub-Juniors & Juniors Powerlifting Championships
1107304,Alma Zamora,F,SBD,Single-ply,,,Girls,45.72,47.8,,,,,81.65,,,,,24.95,,,,,86.18,192.78,8,264.41,264.41,236.25,355.21,Yes,,THSWPA,2014-01-25,USA,TX,E-E Powerlifting Invitational
913005,Yu. Bobina,F,SBD,Raw,15.5,16-17,Open,55.46,57,,,,,107.5,,,,,65.0,,,,,127.5,300.0,3,355.67,401.91,314.67,549.21,Yes,,KPF,2016-10-03,Kazakhstan,,Kazakhstan Powerlifting Championships
1353789,Slađana Gulić,F,D,Raw,31.0,24-34,Open,76.4,84,,,,,,,,,,,110.0,115.0,120.0,,120.0,120.0,1,112.78,112.78,99.14,434.56,Yes,Croatia,HPLS,2015-08-30,Croatia,,Lika Rux Power
1132411,Melina Vela,F,SBD,Single-ply,,,Girls,54.61,56,,,,,88.45,,,,,45.36,,,,,92.99,226.8,7,272.16,272.16,240.88,373.24,Yes,,THSWPA,2018-01-20,USA,TX,4th Annual Coyote Classic
957288,Anatoliy Budarnikov,M,SBD,Single-ply,31.5,24-34,Open,81.6,82.5,,,,,255.0,,,,,167.5,,,,,272.5,695.0,8,468.68,468.68,452.57,584.27,Yes,,FPR,2006-01-18,Russia,,Russian Urals & Volga Regional Championships
648619,Gottfried Foltas,M,SBD,Wraps,60.0,60-64,M 60-64,81.5,82.5,145.0,152.5,160.0,,160.0,95.0,102.5,-105.0,,102.5,175.0,190.0,202.5,,202.5,465.0,1,313.81,420.51,303.03,449.08,,Germany,WUAP,2018-10-15,Slovakia,,World Championships
423738,Austin Powell,M,SBD,Single-ply,,,Boys,70.03,74.8,,,,,138.35,,,,,72.57,,,,,147.42,358.34,3,268.45,268.45,260.11,361.93,Yes,,THSPA,2012-01-26,USA,TX,Scorpion Tri-Meet
110955,Keron Schmidt,F,B,Single-ply,,,Sub-Juniors,60.2,67.5,,,,,,,,,,50.0,,,,,,50.0,1,55.6,55.6,49.12,402.03,Yes,,PA,1997-07-01,Australia,,Australian Bench Press Nationals
129065,Riita Kolehmainen,F,SBD,Single-ply,,,,67.7,75,,,,,130.0,,,,,67.5,,,,,165.0,362.5,8,369.19,369.19,325.66,491.0,Yes,Finland,EPF,1991-11-21,Norway,,Women's European Powerlifting Championships
79739,Pat Russ,M,B,Single-ply,,,Military,82.5,82.5,,,,,,,,,,185.5,,,,,,185.5,1,124.27,124.27,119.97,583.17,Yes,USA,AAU,1998-11-22,USA,CA,World Bench Press
358181,Adolfo Gomez,M,SBD,Single-ply,18.5,18-19,Boys,163.47,124.7+,,,,,229.06,,,,,151.95,,,,,226.8,607.81,2,332.14,345.43,312.02,370.18,Yes,,THSPA,2013-02-21,USA,TX,GCPL-Santa Fe
285177,Dillion McCoy,M,SBD,Single-ply,,,Boys,,,,,,,,,,,,,,,,,,,NS,,,,,Yes,,THSPA,2017-02-16,USA,TX,Merkel Powerlifting Meet
990026,Tomáš Novák #1,M,SBD,Single-ply,21.5,20-23,Juniors,103.5,105,,,,,290.0,,,,,210.0,,,,,300.5,800.5,1,480.81,485.62,461.6,582.47,Yes,Czechia,CSST,2012-03-09,Czechia,,Mistrovství ČR Juniorů a Dorostu S Mezinárodní Účastí
676328,Gregory Simmons,M,B,Single-ply,50.5,50-54,M-M2,65.7,66,,,,,,137.5,142.5,145.0,,145.0,,,,,,145.0,1,114.28,129.14,110.95,573.78,Yes,USA,USAPL,2016-09-10,USA,CO,Bench Press National Championships
1260301,Andriy Tarnovskiy,M,D,Raw,28.5,24-34,Pro Open,109.0,110,,,,,,,,,,,230.0,245.0,-255.0,,245.0,245.0,2,144.59,144.59,138.56,509.96,,Ukraine,WPAU,2018-03-16,Ukraine,,Ukraine Open Championships
1361796,Andy Gjerstad,M,SBD,Wraps,35.0,35-39,MOR,97.8,100,280.0,297.5,-317.5,,297.5,155.0,165.0,170.0,,170.0,287.5,305.0,317.5,,317.5,785.0,2,482.13,482.13,463.66,726.24,,,UPA,2015-08-01,USA,IA,Iron Battle on the Mississippi
390214,Thomas Acol,M,SBD,Single-ply,,,Boys,129.73,124.7+,,,,,145.15,,,,,70.31,,,,,165.56,381.02,4,215.58,215.58,204.98,275.11,Yes,,THSPA,2011-01-29,USA,TX,Malakoff Invitational
599558,April McArthur,F,SBD,Single-ply,20.0,20-23,wpure,65.63,67.5,,,,,92.5,,,,,45.0,,,,,127.5,265.0,1,276.04,284.32,243.62,391.61,Yes,,NASA,2013-02-02,USA,AZ,Arizona State
1202103,Sergey Tsarev,M,B,Raw,26.0,24-34,Amateur Open,98.2,100,,,,,,142.5,-147.5,-147.5,,142.5,,,,,,142.5,14,87.37,87.37,84.01,518.16,Yes,,WPC-RUS,2017-04-23,Russia,,Kremlin Gym Competition
790465,Jan Wegiera,M,B,Single-ply,37.5,35-39,Open,82.3,82.5,,,,,,230.0,-235.0,237.5,,237.5,,,,,,237.5,1,159.33,159.33,153.83,704.76,Yes,Poland,EPF,2003-08-08,Ukraine,,European Bench Press Championships
298617,Caden Marrett,M,SBD,Single-ply,,,Boys,88.9,89.8,,,,,124.74,,,,,70.31,,,,,140.61,335.66,9,215.64,215.64,207.87,298.41,Yes,,THSPA,2019-01-26,USA,TX,Coahoma Invitational
404039,Bryan Tucker,M,SBD,Single-ply,,,Boys,74.39,74.8,,,,,149.69,,,,,124.74,,,,,158.76,433.18,8,310.44,310.44,300.34,408.47,Yes,,THSPA,2012-02-11,USA,TX,Rains Invitational
1242312,Chantal Rostagnat,F,B,Multi-ply,43.0,40-44,40-44,66.4,67.5,,,,,,65.0,80.0,-85.0,,80.0,,,,,,80.0,1,82.62,85.19,72.91,493.89,,France,WPC,2010-11-01,Finland,,World Championships
259939,Hayden Ivie,M,SBD,Single-ply,,,Boys,73.48,74.8,,,,,142.88,,,,,97.52,,,,,167.83,408.23,3,295.13,295.13,285.61,391.46,Yes,,THSPA,2019-01-31,USA,TX,Mansfield Legacy Boys Meet
1235916,Goran Tadić,M,D,Raw,22.0,20-23,J,106.3,110,,,,,,,,,,,260.0,270.0,280.0,,280.0,280.0,2,166.61,168.27,159.8,603.52,,Croatia,GPC,2016-09-18,Serbia,,World Championships
215708,Frazer Boneham,M,SBD,Raw,28.5,24-34,Open,103.25,105,192.5,202.5,210.0,,210.0,137.5,-145.0,-145.0,,137.5,245.0,252.5,260.0,,260.0,607.5,2,365.21,365.21,350.64,524.74,Yes,,PA,2018-03-24,Australia,ACT,Capital Challenge
1055154,Daisuke Midote,M,SBD,Single-ply,26.5,24-34,Open,124.1,125,,,,,390.0,,,,,,,,,,,,DQ,,,,,Yes,Japan,IPF,1999-11-17,Italy,,Men's World Powerlifting Championships
407763,Seth Rogers,M,SBD,Single-ply,,,Boys,72.21,74.8,,,,,190.51,,,,,127.01,,,,,204.12,521.63,4,381.9,381.9,369.75,488.24,Yes,,THSPA,2013-01-19,USA,TX,Santo Invitational
1421868,Lindsey McManus,F,SBD,Raw,,,F-O,101.3,84+,,,,,142.5,,,,,80.0,,,,,155.0,377.5,5,313.14,313.14,268.57,538.02,Yes,,IrishPF,2019-02-09,Ireland,,National Championships
600427,Chris Truoccolo,M,B,Raw,,,bpm2,97.25,100,,,,,,,,,,160.0,,,,,,160.0,1,98.5,98.5,94.75,585.36,Yes,,NASA,2019-02-23,USA,,Natural Nationals
1053373,Megumi Nagahama,F,B,Single-ply,25.5,24-34,Open,56.5,57,,,,,,125.0,-130.0,-130.0,,125.0,,,,,,125.0,3,146.05,146.05,129.17,695.81,Yes,Japan,IPF,2013-05-20,Lithuania,,World Bench Press Championships
261067,Adrian Garcia,M,SBD,Single-ply,,,Boys,55.07,55.7,,,,,165.56,,,,,95.25,,,,,185.97,446.79,1,413.5,413.5,404.74,515.56,Yes,,THSPA,2016-02-13,USA,TX,Medina Valley Hill Country Classic
1415330,Nicole Olsen,F,SBD,Wraps,,,Amateur Open,64.59,67.5,,,,,108.86,,,,,58.97,,,,,136.08,303.91,3,320.33,320.33,282.77,518.11,Yes,,RPS,2015-11-21,USA,NY,InsurreXtion IV
844741,Jayson Tisdale,M,SBD,Raw,45.0,45-49,Masters 45-49,132.5,140,,,,,215.0,,,,,135.0,,,,,252.5,602.5,1,339.64,358.32,322.6,448.81,,,USPA,2017-01-14,USA,MS,Revolution Fitness Powerlifting Championships
840862,Ryan Jones #10,M,SBD,Raw,21.0,20-23,Juniors 20-23,108.4,110,,,,,207.5,,,,,142.5,,,,,247.5,597.5,1,353.24,360.31,338.57,499.55,,,USPA,2015-04-11,USA,CA,No Limit Best of the West Classic
713550,Nicholas Hill,M,B,Raw,41.5,40-44,MR-M1a,101.7,105,,,,,,,,,,147.5,,,,,,147.5,1,89.18,90.07,85.66,524.77,Yes,,USAPL,2015-03-13,USA,SD,SD State Meet Bench
1060312,Manuel Calderini,M,SBD,Single-ply,43.5,40-44,Masters 1,104.7,110,302.5,312.5,317.5,,317.5,182.5,190.0,195.0,,195.0,295.0,305.0,-312.5,,305.0,817.5,1,488.99,504.15,469.27,590.19,Yes,Luxembourg,IPF,2007-06-10,Czechia,,World Masters Powerlifting Championships
662887,Katlyn Comstock,F,SBD,Raw,,,FR-O,59.2,63,,,,,97.5,,,,,65.0,,,,,125.0,287.5,6,323.89,323.89,286.22,508.93,Yes,,USAPL,2014-12-12,USA,MA,American Open
1265272,Yaroslav Apalkov,M,SBD,Wraps,18.0,18-19,Amateur Teen 18-19,138.0,140,210.0,-230.0,-230.0,,210.0,130.0,140.0,-150.0,,140.0,210.0,230.0,-250.0,,230.0,580.0,1,324.82,344.3,307.93,419.25,,Ukraine,WPAU,2012-03-08,Ukraine,,Open Ukraine Championships
241948,Holly Chesney,F,SBD,Raw,,,FR-O,56.35,57,90.0,95.0,100.0,,100.0,42.5,-47.5,-47.5,,42.5,105.0,110.0,120.0,,120.0,262.5,3,307.35,307.35,271.83,473.27,Yes,,EPA,2019-02-23,UK,,Northern Universities
809990,Ilya Kharitonov,M,B,Raw,26.0,24-34,Amateur Open,96.4,100,,,,,,150.0,,,,150.0,,,,,,150.0,2,92.7,92.7,89.18,551.85,Yes,Russia,WRPF,2018-02-23,Russia,,Western Siberia Championship
872468,Ian Smalley,M,B,Single-ply,30.0,24-34,Open,81.74,82.5,,,,,,,,,,-227.25,,,,,,,DQ,,,,,,USA,USPF,2008-09-13,USA,CA,Muscle Beach PL BP & DL
683089,Zack Kresse,M,SBD,Raw,30.5,24-34,MR-O,103.8,105,165.0,182.5,200.0,,200.0,-130.0,-132.5,135.0,,135.0,182.5,190.0,205.0,,205.0,540.0,13,324.0,324.0,311.03,455.5,Yes,,USAPL,2017-09-17,USA,KY,Supertotal Weekend
1187018,Martin Arvidsson,M,SBD,Raw,,,Open,64.95,66,,,,,160.0,,,,,115.0,,,,,190.0,465.0,2,370.01,370.01,359.36,534.88,Yes,,SSF,2016-11-11,Sweden,,DM i styrkelyft - klassisk Västra Götaland SDF
100854,D. Lucente,M,SBD,Single-ply,,,Jr 1,77.0,77,,,,,227.5,,,,,132.5,,,,,232.5,592.5,1,414.67,414.67,400.89,524.71,Yes,,NASA,1997-08-16,USA,,World Cup
1190847,Thomas Edvinsson,M,SBD,Raw,,,Open,91.6,93,,,,,257.5,,,,,185.0,,,,,250.0,692.5,1,438.22,438.22,422.13,657.37,Yes,,SSF,2015-03-20,Sweden,,Götalandsmästerskapen
568792,Stig Frøhoel,M,B,Single-ply,28.5,24-34,Open,81.8,82.5,,,,,,127.5,135.0,-140.0,,135.0,,,,,,135.0,2,90.9,90.9,87.77,468.65,Yes,Norway,NSF,1997-03-22,Norway,,Interkrets benk
72394,Kim Ashton,F,SBD,Single-ply,,,Open,44.0,44,65.0,70.0,77.5,,77.5,35.0,37.5,40.0,,40.0,82.5,90.0,100.0,,100.0,217.5,2,306.26,306.26,274.69,394.48,,,USPF,1988-03-19,USA,PA,Collegiate Nationals
735920,Brooke O'Brien,F,SBD,Raw,49.5,45-49,FR-M2a,58.5,63,70.0,80.0,-87.5,,80.0,45.0,50.0,-55.0,,50.0,92.5,100.0,-110.0,,100.0,230.0,1,261.52,291.08,231.15,404.6,Yes,,USAPL,2016-01-23,USA,AZ,59 Bus Brewery Winter Classic
288565,Savon Caldwell,M,SBD,Single-ply,,,Boys,92.44,99.7,,,,,249.48,,,,,138.35,,,,,269.89,657.71,1,414.36,414.36,399.06,518.25,Yes,,THSPA,2012-01-26,USA,TX,TCHS Varsity Boys
878997,Nicholas Haglan,M,SBD,Wraps,20.0,20-23,Juniors 20-23,75.9,82.5,,,,,137.5,,,,,92.5,,,,,135.0,365.0,1,257.95,265.69,249.45,353.28,,,USPA,2017-05-20,USA,CA,Old Skool Iron Classic
919430,Lesley Jayne Thomas,F,SBD,Wraps,50.0,50-54,F-M3,60.0,60,,,,,110.0,,,,65.0,62.5,,,,140.0,135.0,307.5,1,342.83,387.4,302.91,542.46,,UK,GPC-GB,2016-08-06,England,,South East Novice and Qualifier
15081,Volker Gunder,M,B,Raw,47.5,45-49,Masters 1,109.3,120,,,,,,120.0,125.0,130.0,,130.0,,,,,,130.0,2,76.66,82.94,73.45,442.96,Yes,,BVDK,2015-06-20,Germany,BB,LM BB Bankdruecken
856723,Roy Eriksen,M,SBD,Single-ply,72.0,70-74,Masters 70-74,95.9,100,,,,,192.5,,,,,147.5,,,,,200.0,540.0,1,334.48,574.64,321.84,427.18,,USA,IPL,2015-11-12,USA,NV,World Powerlifting Championships
642711,Andrii Petruk,M,B,Raw,42.0,40-44,M1,100.0,100,,,,,,180.0,187.5,192.5,,192.5,,,,,,192.5,1,117.15,119.5,112.59,691.97,Yes,Ukraine,WPC-UKR,2017-10-21,Ukraine,,Ukrainian Cup
424229,Nathan Budd,M,SBD,Single-ply,,,Boys,79.83,82.1,,,,,147.42,,,,,74.84,,,,,154.22,376.48,1,257.37,257.37,248.63,348.15,Yes,,THSPA,2010-02-20,USA,TX,Goliad JV Boys
1368331,Julio Cesar Chura,M,SBD,Wraps,69.0,65-69,M65-69,69.9,75,110.0,115.0,120.0,,120.0,90.0,95.0,100.0,,100.0,110.0,120.0,-135.0,,120.0,340.0,1,255.07,410.66,247.16,345.87,,Peru,GPA,2015-09-02,Brazil,,Panamericano
880307,Nicolas Nevarez,M,D,Raw,23.0,20-23,Juniors 20-23,59.74,60,,,,,,,,,,,,,,,125.0,125.0,1,107.03,107.03,104.31,328.81,,,USPA,2014-10-04,USA,CA,Southern California Open Powerlifting Championships
1190094,Martin Krisell,M,SBD,Raw,,,Open,73.25,74,,,,,202.5,,,,,130.0,,,,,222.5,555.0,4,402.14,402.14,389.2,596.79,Yes,,SSF,2018-07-05,Sweden,,SM i Klassisk Styrkelyft
478975,Cade Edwards,M,SBD,Single-ply,,,Boys,95.53,99.7,,,,,217.72,,,,,120.2,,,,,219.99,557.92,2,346.18,346.18,333.12,440.4,Yes,,THSPA,2019-01-30,USA,TX,Georgetown East View Mini Meet
72528,Casey,M,SBD,Single-ply,,,Open,75.0,75,,,,,181.44,,,,,120.2,,,,,192.78,494.42,5,352.3,352.3,340.79,455.18,,,SCI,1997-12-01,USA,PA,Meet
169681,Brittany Mynhier,F,SBD,Wraps,,,Open,61.78,67.5,,,,,87.5,,,,,40.0,,,,,92.5,220.0,1,239.81,239.81,211.81,377.54,,,SPF,2013-10-12,USA,KY,The Blue Grass Irontoberfest
992294,Antonín Coufal,M,SBD,Single-ply,33.5,24-34,Open,107.5,110,,,,,242.5,,,,,185.0,,,,,237.5,665.0,2,394.21,394.21,377.96,483.74,Yes,,CSST,2007-02-03,Czechia,,Mistrovství Západních Čech v Silovém Trojboji
1122493,Elissa Torres,F,SBD,Single-ply,,,Girls,62.96,67.3,,,,,106.59,,,,,,,,,,,,DQ,,,,,Yes,,THSWPA,2019-02-13,USA,TX,GCM LQM Girls
255163,Jose Hinojosa,M,SBD,Single-ply,,,Boys,61.05,67.1,,,,,136.08,,,,,86.18,,,,,147.42,369.68,3,310.38,310.38,302.19,407.05,Yes,,THSPA,2016-01-06,USA,TX,Moody Quad Meet
337431,Zander Adams,M,SBD,Single-ply,,,Boys,136.94,124.7+,,,,,249.48,,,,,120.2,,,,,226.8,596.47,3,334.44,334.44,317.16,392.4,Yes,,THSPA,2019-02-07,USA,TX,BRIDGEPORT LEAGUE MEET
826197,Austin Walker,M,SBD,Raw,22.0,20-23,Juniors 20-23,99.6,100,,,,,227.5,,,,,160.0,,,,,227.5,615.0,1,374.89,378.63,360.34,544.33,,,USPA,2016-08-20,USA,CO,Pikes Peak Open II
825994,Vinh Tran,M,SBD,Raw,21.0,20-23,Juniors 20-23,88.6,90,,,,,192.5,,,,,110.0,,,,,225.0,527.5,1,339.49,346.28,327.27,491.48,Yes,,USPA,2018-01-20,USA,NV,Drug Tested Nevada State Open Championship
